Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""1600964338""","=""9781600964336""",0,4.13,Waking Lion Press,Paperback,86,2006,1886,2023/03/02,2023/03/02,,,read,,,,1,0
7936425,More Money Than God: Hedge Funds and the Making of a New Elite,Sebastian Mallaby,"Mallaby, Sebastian",,"=""1594202559""","=""9781594202551""",0,4.09,Penguin Press,Hardcover,496,2010,2010,,2023/02/07,to-read,to-read (#293),to-read,,,,0,0
58450272,Trillion Dollar Triage: How Jay Powell and the Fed Battled a President and a Pandemic---and Prevented Economic Disaster,Nick Timiraos,"Timiraos, Nick",,"=""0316272817""","=""9780316272810""",0,4.16,"Little, Brown and Company",Hardcover,352,2022,2022,,2023/02/06,to-read,to-read (#292),to-read,,,,0,0
56268989,"The Bond King: How One Man Made a Market, Built an Empire, and Lost it All",Mary  Childs,"Childs, Mary",,"=""1250120845""","=""9781250120847""",0,3.80,Flatiron Books,Hardcover,336,2022,2022,,2023/02/06,to-read,to-read (#291),to-read,,,,0,0
665134,The (Mis)Behavior of Markets,Benoît B. Mandelbrot,"Mandelbrot, Benoît B.",Richard L. Hudson,"=""0465043550""","=""9780465043552""",0,4.09,Basic Books,Hardcover,352,2004,1997,,2023/02/06,to-read,to-read (#290),to-read,,,,0,0
12917124,Dark Pools: The Rise of the Machine Traders and the Rigging of the U.S. Stock Market,Scott Patterson,"Patterson, Scott",,"=""0307887170""","=""9780307887177""",0,4.09,Crown Business,Hardcover,368,2012,2012,,2023/02/06,to-read,to-read (#289),to-read,,,,0,0
7495395,The Quants: How a New Breed of Math Whizzes Conquered Wall Street and Nearly Destroyed It,Scott Patterson,"Patterson, Scott",,"=""0307453375""","=""9780307453372""",0,3.88,Crown Business,Hardcover,337,2010,2010,2023/02/06,2023/02/06,,,read,,,,1,0
783559,The Origins of Order: Self-Organization and Selection in Evolution,Stuart A. Kauffman,"Kauffman, Stuart A.",,"=""0195079515""","=""9780195079517""",0,4.18,Oxford University Press,Paperback,734,1993,1993,,2023/01/20,"to-read, c1","to-read (#242), c1 (#25)",to-read,,,,0,0
783285,Order Out of Chaos: Man's New Dialogue with Nature,Ilya Prigogine,"Prigogine, Ilya",Isabelle Stengers,"=""0553340824""","=""9780553340822""",0,4.04,Bantam Books,Paperback,349,1984,1984,,2023/01/20,"to-read, c1","to-read (#245), c1 (#24)",to-read,,,,0,0
462101,Artificial Life: An Overview (Complex Adaptive Systems),Christopher G. Langton,"Langton, Christopher G.",,"=""0262621126""","=""9780262621120""",0,4.32,Bradford Books,Paperback,336,1997,1995,,2023/01/20,"to-read, c1","to-read (#248), c1 (#23)",to-read,,,,0,0
55981,Consilience: The Unity of Knowledge,Edward O. Wilson,"Wilson, Edward O.",,"=""067976867X""","=""9780679768678""",0,3.99,Vintage,Paperback,368,1999,,,2023/01/20,"to-read, c1","to-read (#254), c1 (#22)",to-read,,,,0,0
1126598,Phase Change: The Computer Revolution in Science and Mathematics,Douglas S. Robertson,"Robertson, Douglas S.",,"=""0195157486""","=""9780195157482""",0,4.22,Oxford University Press,Hardcover,,2003,2003,,2023/01/24,"to-read, c1","to-read (#288), c1 (#21)",to-read,,,,0,0
3890677,SYMMETRY AND COMPLEXITY: THE SPIRIT AND BEAUTY OF NONLINEAR SCIENCE (World Scientific Nonlinear Science Series a),Klaus Mainzer,"Mainzer, Klaus",,"=""9812561927""","=""9789812561923""",0,4.50,World Scientific Publishing Company,Hardcover,448,2005,2005,,2023/01/24,"to-read, c1","to-read (#285), c1 (#19)",to-read,,,,0,0
395718,"The End of Certainty: Time, Chaos, and the New Laws of Nature",Ilya Prigogine,"Prigogine, Ilya",,"=""0684837056""","=""9780684837055""",0,3.92,Free Press,Hardcover,240,1997,1996,,2023/01/24,"to-read, c1","to-read (#283), c1 (#17)",to-read,,,,0,0
1331508,Growing Artificial Societies: Social Science from the Bottom Up,Joshua M. Epstein,"Epstein, Joshua M.",Robert L. Axtell,"=""0262550253""","=""9780262550253""",0,4.15,Brookings Institution Press,Paperback,208,1996,1994,,2023/01/24,"to-read, c1","to-read (#284), c1 (#18)",to-read,,,,0,0
6612163,Smart Structures: Blurring the Distinction Between the Living and the Nonliving (Monographs on the Physics and Chemistry of Materials),Vinod Wadhawan,"Wadhawan, Vinod",,"=""0199229171""","=""9780199229178""",0,0.0,Oxford University Press,Hardcover,364,2007,2007,,2023/01/24,"to-read, c1","to-read (#286), c1 (#20)",to-read,,,,0,0
314114,The Web of Life: A New Scientific Understanding of Living Systems,Fritjof Capra,"Capra, Fritjof",,"=""0385476760""","=""9780385476768""",0,4.18,Anchor Books,Paperback,347,1996,1996,,2023/01/24,"to-read, c1","to-read (#277), c1 (#15)",to-read,,,,0,0
22456,"The Origin of Wealth: Evolution, Complexity, and the Radical Remaking of Economics",Eric D. Beinhocker,"Beinhocker, Eric D.",,"=""157851777X""","=""9781578517770""",0,4.27,Harvard Business Review Press,Hardcover,527,2006,2006,,2023/01/24,"to-read, c1","to-read (#268), c1 (#11)",to-read,,,,0,0
587906,Deep Simplicity: Bringing Order to Chaos and Complexity,John Gribbin,"Gribbin, John",,"=""140006256X""","=""9781400062560""",0,3.96,Random House,Hardcover,279,2005,2004,,2023/01/24,"to-read, c1","to-read (#270), c1 (#12)",to-read,,,,0,0
243725,"Out of Control: The New Biology of Machines, Social Systems, and the Economic World",Kevin Kelly,"Kelly, Kevin",,"=""0201483408""","=""9780201483406""",0,4.22,Basic Books,Paperback,531,1995,1992,,2023/01/24,"to-read, c1","to-read (#275), c1 (#14)",to-read,,,,0,0
248544,"The Computational Beauty of Nature: Computer Explorations of Fractals, Chaos, Complex Systems, and Adaptation",Gary William Flake,"Flake, Gary William",,"=""0262561271""","=""9780262561273""",0,4.38,Bradford Books,Paperback,514,2000,1998,,2023/01/24,"to-read, c1","to-read (#266), c1 (#9)",to-read,,,,0,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",0,3.96,Random House ,Hardcover,480,2007,2007,,2023/01/24,"to-read, c1","to-read (#271), c1 (#13)",to-read,,,,0,0
28148021,The Once and Future Turing: Computing the World,S. Barry Cooper,"Cooper, S. Barry",Andrew Hodges,"=""1107010837""","=""9781107010833""",0,4.25,Cambridge University Press,Hardcover,395,2016,,,2023/01/24,"to-read, c1","to-read (#282), c1 (#16)",to-read,,,,0,0
869836,How Nature Works: The Science of Self-organized Criticality,Per Bak,"Bak, Per",,"=""0387947914""","=""9780387947914""",0,4.02,Copernicus (Springer),Hardcover,225,1996,1996,,2023/01/24,"to-read, c1","to-read (#267), c1 (#10)",to-read,,,,0,0
245273,Complex Adaptive Systems: An Introduction to Computational Models of Social Life,John H.  Miller,"Miller, John H.",Scott E. Page,"=""0691127026""","=""9780691127026""",0,3.95,Princeton University Press,Paperback,288,2007,2007,,2023/01/24,"to-read, c1","to-read (#261), c1 (#4)",to-read,,,,0,0
9696782,"Diversity and Complexity (Primers in Complex Systems, 2)",Scott E. Page,"Page, Scott E.",,"=""0691137676""","=""9780691137674""",0,4.12,Princeton University Press,Paperback,304,2010,2010,,2023/01/24,"to-read, c1","to-read (#265), c1 (#8)",to-read,,,,0,0
18554985,The Systems View of Life: A Unifying Vision,Fritjof Capra,"Capra, Fritjof",Pier Luigi Luisi,"=""1107011361""","=""9781107011366""",0,4.29,Cambridge University Press,Hardcover,510,2014,2014,,2023/01/24,"to-read, c1","to-read (#264), c1 (#7)",to-read,,,,0,0
154293,"Linked: How Everything Is Connected to Everything Else and What It Means for Business, Science, and Everyday Life",Albert-László Barabási,"Barabási, Albert-László",,"=""0452284392""","=""9780452284395""",0,3.93,Plume,Paperback,304,2003,2002,,2023/01/24,"to-read, c1","to-read (#263), c1 (#6)",to-read,,,,0,0
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",0,4.12,Penguin Press,Hardcover,481,2017,2017,,2023/01/24,"to-read, c1","to-read (#262), c1 (#5)",to-read,,,,0,0
7681942,"Selected Writings: On Self-Organization, Philosophy, Bioethics, and Judaism",Henri Atlan,"Atlan, Henri","Stefanos Geroulanos, Todd Meyers","=""082323181X""","=""9780823231812""",0,3.50,Fordham University Press,Paperback,368,2011,2011,,2023/01/24,to-read,to-read (#287),to-read,,,,0,0
1877110,Dynamics Of Complex Systems (Studies in Nonlinearity),Yaneer Bar-Yam,"Bar-Yam, Yaneer",,"=""0813341213""","=""9780813341217""",0,3.93,Westview Press,Paperback,864,2003,1997,,2023/01/24,to-read,to-read (#281),to-read,,,,0,0
22693584,Complexity and the Economy,W. Brian Arthur,"Arthur, W. Brian",,"=""0199334293""","=""9780199334292""",0,4.15,Oxford University Press,Hardcover,240,2014,2014,,2023/01/24,to-read,to-read (#280),to-read,,,,0,0
1096749,"General System Theory: Foundations, Development, Applications (Revised Edition)",Ludwig Von Bertalanffy,"Bertalanffy, Ludwig Von",,"=""0807604534""","=""9780807604533""",0,3.88,George Braziller Inc.,Paperback,296,1969,1969,,2023/01/24,to-read,to-read (#279),to-read,,,,0,0
46138936,Understanding Complexity,Scott E. Page,"Page, Scott E.",,"=""""","=""""",0,4.15,The Great Courses,,155,2009,2009,,2023/01/24,to-read,to-read (#278),to-read,,,,0,0
896539,Emergence: From Chaos To Order,John H. Holland,"Holland, John H.",,"=""0738201421""","=""9780738201429""",0,3.98,Basic Books,Paperback,272,1999,1998,,2023/01/24,to-read,to-read (#276),to-read,,,,0,0
20763722,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar A. Hidalgo,"Hidalgo, Cesar A.",,"=""0465048994""","=""9780465048991""",0,3.97,Basic Books,Hardcover,256,2015,2015,,2023/01/24,to-read,to-read (#274),to-read,,,,0,0
45700960,"Worlds Hidden in Plain Sight: The Evolving Idea of Complexity at the Santa Fe Institute, 1984–2019",David C. Krakauer,"Krakauer, David C.","Murray Gell-Mann, Kenneth Arrow, W. Brian Arthur, John H. Holland, Richard Lewontin, Harold Morowitz, Jessica C. Flack, Jennifer Dunne, Geoffrey West","=""1947864157""","=""9781947864153""",0,3.97,Santa Fe Institute Press,Paperback,396,2019,,,2023/01/24,to-read,to-read (#273),to-read,,,,0,0
6076145,Simply Complexity: A Clear Guide to Complexity Theory,Neil Johnson,"Johnson, Neil",,"=""1851686304""","=""9781851686308""",0,3.49,Oneworld Publications,Paperback,256,2009,2007,,2023/01/24,to-read,to-read (#272),to-read,,,,0,0
183954,Hidden Order: How Adaptation Builds Complexity (Helix Books),John H. Holland,"Holland, John H.",,"=""0201442302""","=""9780201442304""",0,3.90,Basic Books,Paperback,208,1996,1995,,2023/01/24,to-read,to-read (#269),to-read,,,,0,0
135758,Nexus: Small Worlds and the Groundbreaking Science of Networks,Mark  Buchanan,"Buchanan, Mark",,"=""0393324427""","=""9780393324426""",0,3.80,W. W. Norton & Company,Paperback,236,2003,2002,2022/12/18,2021/12/18,c1,c1 (#3),read,,,,1,0
2296,"Emergence: The Connected Lives of Ants, Brains, Cities, and Software",Steven Johnson,"Johnson, Steven",,"=""0684868768""","=""9780684868769""",0,3.95,Scribner,Paperback,288,2002,2001,2023/01/05,2019/09/02,c1,c1 (#1),read,,,,1,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385545681""","=""9780385545686""",0,4.54,Doubleday,Hardcover,535,2021,2021,,2023/01/20,to-read,to-read (#260),to-read,,,,0,0
1045290,The Wisdom of the Hive: The Social Physiology of Honey Bee Colonies,Thomas D. Seeley,"Seeley, Thomas D.",,"=""0674953762""","=""9780674953765""",0,4.49,Harvard University Press,Hardcover,318,1996,1996,,2023/01/20,to-read,to-read (#259),to-read,,,,0,0
695442,"Autopoiesis and Cognition: The Realization of the Living (Boston Studies in the Philosophy of Science, Vol. 42)",Humberto R. Maturana,"Maturana, Humberto R.",Francisco J. Varela,"=""9027710163""","=""9789027710161""",0,4.27,D. Reidel Publishing Company,Paperback,171,1980,1973,,2023/01/20,to-read,to-read (#258),to-read,,,,0,0
55881,Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,"Bishop, Christopher M.",,"=""0387310738""","=""9780387310732""",0,4.32,Springer,Hardcover,738,2006,2006,,2023/01/20,to-read,to-read (#257),to-read,,,,0,0
116164,"Nonlinear Dynamics and Chaos: With Applications to Physics, Biology, Chemistry, and Engineering",Steven H. Strogatz,"Strogatz, Steven H.",,"=""0738204536""","=""9780738204536""",0,4.37,CRC Press,Paperback,497,2000,1994,,2023/01/20,to-read,to-read (#256),to-read,,,,0,0
818045,Dynamical Systems in Neuroscience: The Geometry of Excitability And Bursting (Computational Neuroscience),Eugene M. Izhikevich,"Izhikevich, Eugene M.",,"=""0262090430""","=""9780262090438""",0,4.33,Mit Pr,Hardcover,441,2006,2006,,2023/01/20,to-read,to-read (#255),to-read,,,,0,0
201357,"Information Theory, Inference, and Learning Algorithms",David J.C. MacKay,"MacKay, David J.C.",,"=""0521642981""","=""9780521642989""",0,4.51,Cambridge University Press,Hardcover,640,2003,2002,,2023/01/20,to-read,to-read (#253),to-read,,,,0,0
153908,Introduction to Quantum Mechanics,David J. Griffiths,"Griffiths, David J.",,"=""0131118927""","=""9780131118928""",0,4.26,Pearson Prentice Hall,Hardcover,468,2004,1994,,2023/01/20,to-read,to-read (#252),to-read,,,,0,0
170015,Theoretical Neuroscience: Computational And Mathematical Modeling of Neural Systems (Computational Neuroscience),Peter Dayan,"Dayan, Peter",Laurence F. Abbott,"=""0262541858""","=""9780262541855""",0,4.21,MIT Press,Paperback,480,2005,2001,,2023/01/20,to-read,to-read (#251),to-read,,,,0,0
83538,Fantastic Voyage: Live Long Enough to Live Forever,Ray Kurzweil,"Kurzweil, Ray",Terry Grossman,"=""0452286670""","=""9780452286672""",0,3.85,Penguin Publishing Group,Paperback,452,2005,2004,,2023/01/20,to-read,to-read (#250),to-read,,,,0,0
4935013,Life Inc.: How the World Became a Corporation and How to Take it Back,Douglas Rushkoff,"Rushkoff, Douglas",,"=""1400066891""","=""9781400066896""",0,3.93,Random House,Hardcover,304,2009,2009,,2023/01/20,to-read,to-read (#249),to-read,,,,0,0
4149805,The Hypercycle: A Principle of Natural Self Organization,Manfred Eigen,"Eigen, Manfred",,"=""0387092935""","=""9780387092935""",0,4.50,Springer,Paperback,92,1979,1979,,2023/01/20,to-read,to-read (#247),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.15,Oxford University Press,Paperback,360,2006,1976,,2023/01/20,to-read,to-read (#246),to-read,,,,0,0
695440,The Tree of Knowledge: The Biological Roots of Human Understanding,Humberto R. Maturana,"Maturana, Humberto R.",Francisco J. Varela,"=""0877736421""","=""9780877736424""",0,4.20,Shambhala,Paperback,272,1992,1984,,2023/01/20,to-read,to-read (#244),to-read,,,,0,0
881526,"Adaptation in Natural and Artificial Systems: An Introductory Analysis with Applications to Biology, Control, and Artificial Intelligence",John H. Holland,"Holland, John H.",,"=""0262581116""","=""9780262581110""",0,3.83,Bradford Books,Paperback,232,1992,1992,,2023/01/20,to-read,to-read (#243),to-read,,,,0,0
270881,The Quark and the Jaguar: Adventures in the Simple and the Complex,Murray Gell-Mann,"Gell-Mann, Murray",,"=""0805072535""","=""9780805072532""",0,3.85,St. Martin's Griffin,Paperback,392,1995,1994,,2023/01/20,to-read,to-read (#241),to-read,,,,0,0
61089520,The Man from the Future: The Visionary Ideas of John von Neumann,Ananyo Bhattacharya,"Bhattacharya, Ananyo",,"=""1324050500""","=""9781324050506""",0,4.11,W. W. Norton & Company,Paperback,368,2023,2021,,2023/01/18,to-read,to-read (#240),to-read,,,,0,0
354421,Sync: The Emerging Science of Spontaneous Order,Steven H. Strogatz,"Strogatz, Steven H.",,"=""0786868449""","=""9780786868445""",0,4.07,Hachette Books,Hardcover,338,2003,2003,,2023/01/18,to-read,to-read (#239),to-read,,,,0,0
52685608,Math Without Numbers,Milo Beckman,"Beckman, Milo",,"=""1524745545""","=""9781524745547""",0,4.11,Dutton,Hardcover,224,2021,2021,,2023/01/18,to-read,to-read (#238),to-read,,,,0,0
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,"=""152479628X""","=""9781524796280""",0,4.02,Bantam,Hardcover,706,2018,2018,2022/12/28,2022/12/28,,,read,,,,1,0
7954936,What Technology Wants,Kevin Kelly,"Kelly, Kevin",,"=""0670022152""","=""9780670022151""",0,3.73,Viking,Hardcover,416,2010,2010,2022/11/28,2022/05/09,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,2022/05/31,2020/02/07,,,read,,,,1,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",0,3.95,Random House,Paperback,321,1997,1997,,2022/05/28,to-read,to-read (#237),to-read,,,,0,0
172366,The Library of Babel,Jorge Luis Borges,"Borges, Jorge Luis","Erik Desmazieres, Andrew Hurley, Angela Giral","=""156792123X""","=""9781567921236""",0,4.36,David R Godine Pub,Hardcover,36,2000,1941,,2022/05/28,to-read,to-read (#236),to-read,,,,0,0
58210933,Trust,Hernan Diaz,"Diaz, Hernan",,"=""0593420314""","=""9780593420317""",0,3.84,Riverhead Books,Hardcover,402,2022,2022,2022/05/20,2022/05/21,,,read,,,,1,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John le Carré,"Carré, John le",,"=""""","=""9780743442534""",0,4.08,Scribner,Paperback,212,2001,1963,2022/05/27,2022/05/27,,,read,,,,1,0
1768603,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562591""","=""9781416562597""",0,3.76,Free Press,Hardcover,276,2008,2008,2022/05/26,2022/05/26,,,read,,,,1,0
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",0,4.27,Metropolitan Books,Hardcover,558,2007,2007,,2022/05/24,to-read,to-read (#235),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",0,4.10,Dial Press,Paperback,275,1999,1969,2022/05/23,2019/01/23,,,read,,,,1,0
36388598,In the Distance,Hernan Diaz,"Diaz, Hernan",,"=""""","=""""",4,4.12,Coffee House Press,Kindle Edition,272,2017,2017,2022/05/22,2022/05/22,,,read,,,,2,0
27209431,The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,Kevin Kelly,"Kelly, Kevin",,"=""""","=""""",0,3.90,Viking,Hardcover,336,2016,2016,,2022/05/09,to-read,to-read (#234),to-read,,,,0,0
1120022,"Connectionism and the Mind: Parallel Processing, Dynamics, and Evolution in Networks",William Bechtel,"Bechtel, William",Adele Abrahamsen,"=""0631207139""","=""9780631207139""",0,4.09,John Wiley & Sons,Paperback,,2001,2001,,2022/01/27,to-read,to-read (#233),to-read,,,,0,0
266540,"The Algebraic Mind: Integrating Connectionism and Cognitive Science (Learning, Development, and Conceptual Change)",Gary F. Marcus,"Marcus, Gary F.",,"=""0262632683""","=""9780262632683""",0,3.51,Bradford Books,Paperback,242,2003,2001,,2022/01/27,to-read,to-read (#232),to-read,,,,0,0
5714186,"Connectionism, Concepts, and Folk Psychology: The Legacy of Alan Turing, Volume II (Mind Association Occasional Series)",Andy  Clark,"Clark, Andy","Peter Millican, Millican Clark","=""0198235941""","=""9780198235941""",0,4.00,Clarendon Press,Hardcover,290,1997,1996,,2022/01/27,to-read,to-read (#231),to-read,,,,0,0
22632,"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,"Plato, Plato","John M. Cooper, G.M.A. Grube","=""0872205541""","=""9780872205543""",0,4.12,Hackett Publishing Company,Paperback,58,2001,-400,2021/12/18,2021/12/18,to-read,to-read (#230),to-read,,,,1,0
217562,Metaphors of Mind: Conceptions of the Nature of Intelligence,Robert J. Sternberg,"Sternberg, Robert J.",,"=""0521386330""","=""9780521386333""",0,3.80,Cambridge University Press,Paperback,364,1990,1990,,2019/01/05,to-read,to-read (#229),to-read,,,,0,0
291289,Mindware: An Introduction to the Philosophy of Cognitive Science,Andy  Clark,"Clark, Andy",,"=""0195138570""","=""9780195138573""",0,3.82,Oxford University Press,Paperback,224,2000,2000,2022/01/27,2019/09/02,,,read,,,,1,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.25,Harper Business,Paperback,623,2006,1949,,2016/03/04,to-read,to-read (#228),to-read,,,,0,0
15877282,Handbook of Neuroevolution Through Erlang,Gene I. Sher,"Sher, Gene I.",,"=""1461444624""","=""9781461444626""",0,4.50,Springer,Hardcover,851,2012,2012,2021/12/18,2021/12/18,to-read,to-read (#227),to-read,,,,1,0
505564,"The TCP/IP Guide: A Comprehensive, Illustrated Internet Protocols Reference",Charles Kozierok,"Kozierok, Charles",,"=""159327047X""","=""9781593270476""",0,4.47,No Starch Press,Hardcover,1616,2005,2005,2021/09/18,2021/12/18,to-read,to-read (#226),to-read,,,,1,0
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",5,3.78,HarperTorch,Mass Market Paperback,540,2006,1974,2021/12/15,2016/03/04,,,read,"I thought I had a pretty good idea of what this book would be ahead of time. It’s one of those cult classics that appears again and again in the less mainstream reading lists of people who seem to have an extra thoughtful bone or two than most in their body. <br/><br/>The central theme would certainly revolve around the “universe in a grain of sand” of eastern religions, trying to connect the Oneness of the Tao to something so western by juxtaposition, motorcycle maintenance. Flow states, the beauty of losing yourself in the mundane and making it always a singular, fully present experience and immersion with what is mostly just a chore. I was familiar with most of these ideas as they appear occasionally as a glaze in other works. <br/><br/>I’m glad I went in thinking I knew. I’m glad I had these preconceptions. Being so wrong and watching the absolute evaporation of what I thought I knew as this book just evolved and surprised, flying higher and higher and taking more sharp, strange turns left me all the more speechless until I gave up trying to anticipate and just enjoyed the experience. <br/><br/>This work might not be for everyone. Any such utterly unique work of this level of craftsmanship and complete disregard for connection to the common thread of thought (the mythos, or zeitgeist, if you will) is naturally going to lose more than a few people. <br/><br/>I don’t know where I’m going with this review. This was the first book I’ve ever read that truly, genuinely surprised me.<br/>I can usually connect the dots of an authors theme or thesis and see where they are going, extrapolating on their stated thesis with what I already know to be true or widely believed in their field, and only read on in the hopes something completely unexpected will appear or for the extra flesh they add to the framework. <br/><br/>Not so here. Again and again the ride took me into a new and beautiful territory, yet this territory felt like home the second I saw it. <br/><br/>Maybe I need more time to think about things before posting a real review. All I can really say, and this may be a purely personal point of view, is that this is the single most important and incredible book I have ever read.",,,1,0
31095,Lila's Child: An Inquiry into Quality,Robert M. Pirsig,"Pirsig, Robert M.",Dan Glover,"=""1403356203""","=""9781403356208""",0,3.64,1st Book Library,Paperback,600,2003,2003,,2021/12/15,to-read,to-read (#225),to-read,,,,0,0
31093,"Lila: An Inquiry Into Morals (Phaedrus, #2)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0553299611""","=""9780553299618""",0,3.83,Bantam,Mass Market Paperback,480,1992,1991,,2021/12/15,to-read,to-read (#224),to-read,,,,0,0
12052974,The Meeting of East and West: An Inquiry Concerning World Understanding,F.S.C. Northrop,"Northrop, F.S.C.",,"=""""","=""""",0,4.46,,,,,1960,,2021/12/15,to-read,to-read (#223),to-read,,,,0,0
21937282,Anywhere But Here (The Starborn Ascension #1),Jason D. Morrow,"Morrow, Jason D.",,"=""""","=""""",0,3.84,,Kindle Edition,454,2014,2014,,2021/12/15,to-read,to-read (#222),to-read,,,,0,0
20453431,Post-Human Omnibus,David  Simpson,"Simpson, David",,"=""""","=""""",0,3.75,Post-Human Media LLC,Kindle Edition,805,2014,2014,,2021/12/15,to-read,to-read (#221),to-read,,,,0,0
9531956,"Models of Bounded Rationality, Volume 2: Behavioral Economics and Business Organization",Herbert A. Simon,"Simon, Herbert A.",,"=""0262192063""","=""9780262192064""",0,3.94,Mit Pr,Hardcover,496,1982,1982,,2021/11/18,to-read,to-read (#220),to-read,,,,0,0
5302273,Reason in Human Affairs,Herbert A. Simon,"Simon, Herbert A.",,"=""0804718482""","=""9780804718486""",0,4.21,Stanford University Press,Paperback,128,1990,1983,,2021/11/18,to-read,to-read (#219),to-read,,,,0,0
1501364,Models of My Life (Mit Press),Herbert A. Simon,"Simon, Herbert A.",,"=""026269185X""","=""9780262691857""",0,3.79,The MIT Press,Paperback,415,1996,1991,,2021/11/18,to-read,to-read (#218),to-read,,,,0,0
2584477,"Universal Subgoaling and Chunking: The Automatic Generation and Learning of Goal Hierarchies (The Springer International Series in Engineering and Computer Science, 11)",John Laird,"Laird, John","Paul Rosenbloom, Allen Newell","=""0898382130""","=""9780898382136""",0,0.0,Springer,Hardcover,336,1986,1986,,2021/11/18,to-read,to-read (#217),to-read,,,,0,0
24536842,The Heuristic of George Polya and Its Relation to Artificial Intelligence,Allen Newell,"Newell, Allen",,"=""""","=""""",0,3.00,"Carnegie-Mellon University, Department of Computer Science,",Paperback,51,1981,1981,,2021/11/18,to-read,to-read (#216),to-read,,,,0,0
2196624,Computer Structures: Readings and Examples (McGraw-Hill computer science series),C. Gordon Bell,"Bell, C. Gordon",Allen Newell,"=""0070043574""","=""9780070043572""",0,2.86,McGraw-Hill,Paperback,668,1971,1971,,2021/11/18,to-read,to-read (#214),to-read,,,,0,0
36308810,GPS: a case study in generality and problem solving,George W. Ernst,"Ernst, George W.",Allen Newell,"=""""","=""""",0,4.00,"Academic Press, Inc",Hardcover,297,1969,,,2021/11/18,to-read,to-read (#215),to-read,,,,0,0
2676646,Unified Theories of Cognition (The William James Lectures),Allen Newell,"Newell, Allen",,"=""0674921011""","=""9780674921016""",0,4.00,Harvard University Press,Paperback,576,1994,1990,,2021/11/18,to-read,to-read (#213),to-read,,,,0,0
2611011,The Psychology of Human-Computer Interaction,Stuart Card,"Card, Stuart","Thomas P. Moran, Allen Newell","=""0898598591""","=""9780898598599""",0,4.15,Lawrence Erlbaum Associates,Hardcover,469,1986,1986,,2021/11/18,to-read,to-read (#212),to-read,,,,0,0
4286601,Human Problem Solving,Allen Newell,"Newell, Allen",Herbert A. Simon,"=""0134454030""","=""9780134454030""",0,4.00,Prentice Hall,Hardcover,784,1972,1972,,2021/11/18,to-read,to-read (#211),to-read,,,,0,0
127233,The Life of the Mind,Hannah Arendt,"Arendt, Hannah",Mary McCarthy,"=""0156519925""","=""9780156519922""",0,4.25,Harvest Books,Paperback,521,1981,1971,,2021/11/17,to-read,to-read (#210),to-read,,,,0,0
127226,Between Past and Future,Hannah Arendt,"Arendt, Hannah",,"=""0143104810""","=""9780143104810""",0,4.12,Penguin Classics,Paperback,298,2006,1961,,2021/11/17,to-read,to-read (#209),to-read,,,,0,0
127232,On Revolution,Hannah Arendt,"Arendt, Hannah",Jonathan Schell,"=""0143039903""","=""9780143039907""",0,4.02,Penguin Classics,Paperback,336,2006,1956,,2021/11/17,to-read,to-read (#208),to-read,,,,0,0
