Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
127230,On Violence,Hannah Arendt,"Arendt, Hannah",,"=""0156695006""","=""9780156695008""",0,3.77,Harvest Books,Paperback,106,1970,1970,,2021/11/17,to-read,to-read (#207),to-read,,,,0,0
127227,The Human Condition,Hannah Arendt,"Arendt, Hannah",Margaret Canovan,"=""0226025985""","=""9780226025988""",0,4.21,The University of Chicago Press,Paperback,349,1998,1958,,2021/11/17,to-read,to-read (#206),to-read,,,,0,0
396931,The Origins of Totalitarianism,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.30,Harcourt Brace Jovanovich,Paperback,527,1973,1951,,2021/11/17,to-read,to-read (#205),to-read,,,,0,0
1279686,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,"Iggulden, Conn",,"=""0440243904""","=""9780440243908""",0,4.38,Dell,Mass Market Paperback,528,2008,2007,,2021/11/01,to-read,to-read (#204),to-read,,,,0,0
29452497,How Men Age: What Evolution Reveals about Male Health and Mortality,Richard Bribiescas,"Bribiescas, Richard",,"=""0691160635""","=""9780691160634""",5,3.37,Princeton University Press,Hardcover,192,2016,,,2021/11/01,,,read,,,,1,0
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",5,3.88,Crown,Hardcover,259,2016,2016,2021/12/28,2021/11/01,,,read,,,,1,0
11590,’Salem’s Lot,Stephen King,"King, Stephen",,"=""0450031063""","=""9780450031069""",0,4.06,New English Library,Paperback,483,1991,1975,2021/10/26,2021/10/25,,,read,,,,2,0
280125,"The Orc King (Forgotten Realms: Transitions, #1; Legend of Drizzt, #17)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786943408""","=""9780786943401""",0,4.14,Wizards of the Coast,Hardcover,346,2007,2007,2021/06/07,2021/06/08,,,read,,,,1,0
6291,"Road of the Patriarch (Forgotten Realms: The Sellswords, #3)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786940751""","=""9780786940752""",0,4.20,Wizards of the Coast,Hardcover,352,2006,2006,2021/06/04,2021/06/04,,,read,,,,1,0
13854,"Promise of the Witch King (Forgotten Realms: The Sellswords, #2)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786940735""","=""9780786940738""",0,4.18,Wizards of the Coast,Mass Market Paperback,373,2006,2005,2021/05/23,2021/05/23,,,read,,,,1,0
62479,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786939508""","=""9780786939503""",0,4.19,Wizards of the Coast,Mass Market Paperback,384,2005,2000,2021/05/19,2021/05/19,,,read,,,,1,0
20837394,"The World Treasury of Physics, Astronomy, and Mathematics",Timothy Ferris,"Ferris, Timothy",,"=""""","=""""",0,4.14,"Little, Brown and Company",Hardcover,874,1991,1991,,2018/06/30,to-read,to-read (#110),to-read,,,,0,0
449178,Political Writings,Gottfried Wilhelm von Leibniz,"Leibniz, Gottfried Wilhelm von",Patrick Riley,"=""052135899X""","=""9780521358996""",0,3.77,Cambridge University Press,Paperback,262,1988,1972,,2019/03/06,to-read,to-read (#140),to-read,,,,0,0
63213,The Dunwich Horror and Others,H.P. Lovecraft,"Lovecraft, H.P.","Robert Bloch, August Derleth, S.T. Joshi","=""0870540378""","=""9780870540370""",0,4.19,Arkham House Pub,Hardcover,433,1963,1929,,2020/07/22,,,read,,,,1,0
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",0,3.90,Allen Lane,Paperback,272,2018,2018,,2020/07/07,to-read,to-read (#203),to-read,,,,0,0
54420605,Mars' Arcadium: The Great Forest,Dane Rodriguez,"Rodriguez, Dane",,"=""""","=""""",0,0.0,,ebook,290,2020,,2020/07/07,2020/07/07,,,read,,,,1,0
1372226,Who Were the Celts? Everything you ever wanted to know about the Celts 1000 B.C. to the present,Kevin Duffy,"Duffy, Kevin",,"=""0760716080""","=""9780760716083""",3,3.49,Fall River Press,Hardcover,250,2000,1996,2020/06/24,2020/06/24,,,read,"Not quite everything I ever wanted to know. More like a very good primer. <br/><br/>Many will review this book harshly, and in fact many have, because the author must rely on narrative at some points. <br/><br/>But I sympathize with the author, and more generally for any scholars of the Celts. They left few records of themselves, almost everything we have is from outside sources of dubious reliability and bias. At the end of the day, a historian, barring any more evidence, has to take a leap of faith. Sometimes over a matter of fierce controversial debate all the way up to the highest levels of current scholarship. <br/><br/>The writing is simple and at times repetitive, but what the author lacks in poetic license he makes up for in a reliable hosing of information. <br/><br/>It’s also true there is a lot of cheerleading about the Irish, but a good faith interpretation is that the author simply has passion for his topic and needs to hook potential readers with that enthusiastic energy. As for other comments that say there is an excessive hatred about the Romans, I didn’t quite read things that way. The Romans were natural and central antagonists to the celts and I think the author did a decent job maintaining a historians professional removal in detailing this conflict. <br/><br/>One more point, the most important, the chronology is indeed difficult. The author doesn’t follow a very linear timeline of Celtic history. It’s almost left as an exercise for the reader to draw a map and piece dates together in a more sensical fashion. <br/><br/>All in all, I’d say the information you can get in these short 200 odd pages is analogous to watching a really, really, long PBS documentary that would bore you to sleep over the course of 8 hours. I read the book in about 4 hours, so you’re twice as efficient and half as likely to pass out to the sound of some stiff narrator. <br/><br/>3 stars for those of casual curiosity. 5 stars for someone, like me, just looking for a beachfront for later assaults on the subject matter. ",,,1,0
8619917,The Silk Road in World History (New Oxford World History),Xinru Liu,"Liu, Xinru",,"=""0195338103""","=""9780195338102""",0,3.71,Oxford University Press,Paperback,176,2010,2010,,2020/06/23,to-read,to-read (#202),to-read,,,,0,0
30155013,"The Roman Empire and the Silk Routes: The Ancient World Economy and the Empires of Parthia, Central Asia and Han China",Raoul McLaughlin,"McLaughlin, Raoul",,"=""1473833744""","=""9781473833746""",0,3.73,Pen and Sword History,Hardcover,288,2016,2016,,2020/06/23,to-read,to-read (#201),to-read,,,,0,0
2413423,A Splendid Exchange: How Trade Shaped the World,William J. Bernstein,"Bernstein, William J.",,"=""0871139790""","=""9780871139795""",0,4.16,Atlantic Monthly Press,Hardcover,477,2008,2008,,2020/06/23,to-read,to-read (#200),to-read,,,,0,0
1588761,Libraries and the Book Trade: The Formation of Collections from the Sixteenth to the Twentieth Century (Publishing Pathways),Robin Myers,"Myers, Robin","Michael Harris, Giles Mandelbrote","=""1584560347""","=""9781584560340""",0,4.00,Oak Knoll Pr,Hardcover,,2000,2000,,2020/06/23,to-read,to-read (#199),to-read,,,,0,0
2248354,The Garden in the Machine,Claus Emmeche,"Emmeche, Claus",Steven Sampson,"=""0691029032""","=""9780691029030""",0,3.41,Princeton University Press,Paperback,214,1996,1994,,2020/06/23,to-read,to-read (#198),to-read,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,4.21,Chelsea Green Publishing,Paperback,218,2008,2008,,2020/06/23,to-read,to-read (#197),to-read,,,,0,0
676046,The Sciences of the Artificial,Herbert A. Simon,"Simon, Herbert A.",,"=""0262691914""","=""9780262691918""",0,4.29,MIT Press,Paperback,248,1996,1969,,2020/06/23,to-read,to-read (#196),to-read,,,,0,0
1979659,Alexander the Great,Lewis V. Cummings,"Cummings, Lewis V.",,"=""0802141498""","=""9780802141491""",0,3.51,Grove Press,Paperback,480,2004,2004,,2016/05/19,,,read,,,,1,0
287426,Alexander the Great,Robin Lane Fox,"Fox, Robin Lane",,"=""0141020768""","=""9780141020761""",0,4.10,Fisicalbook,Paperback,576,2016,1973,,2016/04/12,,,read,,,,1,0
13589153,How to Create a Mind: The Secret of Human Thought Revealed,Ray Kurzweil,"Kurzweil, Ray",,"=""0670025291""","=""9780670025299""",0,3.96,Viking,Hardcover,336,2012,2012,,2019/12/29,to-read,to-read (#176),to-read,,,,0,0
170465,"Natural-Born Cyborgs: Minds, Technologies, and the Future of Human Intelligence",Andy  Clark,"Clark, Andy",,"=""0195177517""","=""9780195177510""",0,3.81,"Oxford University Press, USA",Paperback,229,2004,2003,,2019/09/02,to-read,to-read (#174),to-read,,,,0,0
4075,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,"Kandel, Eric R.",,"=""""","=""""",0,4.13,W. W. Norton & Company,Hardcover,430,2006,2006,,2019/09/02,to-read,to-read (#173),to-read,,,,0,0
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.",,"=""0465023924""","=""9780465023929""",0,4.21,Basic Books,Paperback,138,1995,1994,,2016/04/06,,,read,,,,1,0
4296893,Levels of Knowing and Existence: Studies in General Semantics,Harry L. Weinberg,"Weinberg, Harry L.",,"=""0910780005""","=""9780910780001""",0,4.74,Inst of General Semantics,Paperback,0,1991,,,2016/03/16,to-read,to-read (#17),to-read,,,,0,0
92307,Being and Time,Martin Heidegger,"Heidegger, Martin",,"=""0060638508""","=""9780060638504""",0,4.05,Harper & Row (NYC/Evanston),Hardcover,589,1962,1927,,2016/03/14,to-read,to-read (#16),to-read,,,,0,0
248189,Fluid Concepts and Creative Analogies,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465024750""","=""9780465024759""",0,3.99,Basic Books,Paperback,528,1996,1991,,2016/03/11,to-read,to-read (#15),to-read,,,,0,0
1297985,Musicophilia: Tales of Music and the Brain,Oliver Sacks,"Sacks, Oliver",,"=""0676979785""","=""9780676979787""",0,3.95,Knopf Canada,Hardcover,400,2007,2007,,2016/03/11,to-read,to-read (#14),to-read,,,,0,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",0,4.10,Random House,Hardcover,426,2012,2012,,2016/03/10,to-read,to-read (#10),to-read,,,,0,0
357298,Matter and Consciousness: A Contemporary Introduction to the Philosophy of Mind,Paul M. Churchland,"Churchland, Paul M.",,"=""0262530740""","=""9780262530743""",0,3.88,MIT Press (MA),Paperback,196,1988,1984,,2016/02/08,to-read,to-read (#3),to-read,,,,0,0
181239,Metamagical Themas: Questing for the Essence of Mind and Pattern,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465045669""","=""9780465045662""",0,4.20,Basic Books,Paperback,852,1985,1985,,2016/02/08,to-read,to-read (#2),to-read,,,,0,0
123471,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465030785""","=""9780465030781""",0,3.95,Basic Books,Hardcover,436,2007,2007,,2016/02/08,to-read,to-read (#1),to-read,,,,0,0
13279574,"The Trans-Saharan Book Trade: Manuscript culture, Arabic literacy and intellectual history in Muslim Africa",Graziano Krätli,"Krätli, Graziano","Ghislaine Lydon, Archibald L.H.M. Van De Van Wieringen","=""9004187421""","=""9789004187429""",0,3.80,Brill,Hardcover,422,2011,2010,,2020/06/23,to-read,to-read (#195),to-read,,,,0,0
7605608,AVR Microcontroller and Embedded Systems: Using Assembly and C,Muhammad Ali Mazidi,"Mazidi, Muhammad Ali",Janice Mazidi,"=""0138003319""","=""9780138003319""",0,4.27,Pearson,Paperback,792,2010,2010,2020/05/11,2019/01/22,,,read,,,,1,0
27781211,Computer Organization and Design ARM Edition: The Hardware Software Interface (The Morgan Kaufmann Series in Computer Architecture and Design),David A. Patterson,"Patterson, David A.",John L. Hennessy,"=""0128017333""","=""9780128017333""",0,3.97,Morgan Kaufmann,Paperback,720,2016,1993,2020/05/11,2019/01/23,,,read,,,,1,0
30573,Philosophic Classics: From Plato to Derrida,Forrest E. Baird,"Baird, Forrest E.",,"=""0130485616""","=""9780130485618""",0,3.87,Routledge,Paperback,1217,2004,1994,2020/05/11,2019/01/22,,,read,,,,2,0
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.37,Vintage,Paperback,603,1997,1995,,2020/04/20,to-read,to-read (#194),to-read,,,,0,0
408230,Techniques of the Selling Writer,Dwight V. Swain,"Swain, Dwight V.",,"=""0806111917""","=""9780806111919""",0,4.32,University of Oklahoma Press,Paperback,344,1981,1965,,2020/04/09,to-read,to-read (#193),to-read,,,,0,0
2360064,How Not to Write a Novel: 200 Classic Mistakes and How to Avoid Them—A Misstep-by-Misstep Guide,Howard Mittelmark,"Mittelmark, Howard",Sandra Newman,"=""0061357952""","=""9780061357954""",0,4.00,William Morrow Paperbacks,Paperback,262,2008,2008,,2020/04/01,to-read,to-read (#192),to-read,,,,0,0
8444621,Through the Language Glass: Why the World Looks Different in Other Languages,Guy Deutscher,"Deutscher, Guy",,"=""080508195X""","=""9780805081954""",0,3.92,Metropolitan Books,Hardcover,304,2010,2010,2020/03/01,2020/03/01,,,read,,,,1,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,2020/02/29,2017/12/13,,,read,,,,4,0
426504,Ficciones,Jorge Luis Borges,"Borges, Jorge Luis","Anthony Kerrigan, Anthony Bonner","=""0802130305""","=""9780802130303""",0,4.42,Grove Press,Paperback,174,1994,1944,,2020/02/28,to-read,to-read (#191),to-read,,,,0,0
558059,The Fractal Geometry of Nature,Benoît B. Mandelbrot,"Mandelbrot, Benoît B.",,"=""0716711869""","=""9780716711865""",0,4.23,Times Books,Hardcover,468,1982,1977,,2020/02/28,to-read,to-read (#190),to-read,,,,0,0
179744,The Emperor's New Mind,Roger Penrose,"Penrose, Roger",,"=""0192861980""","=""9780192861986""",0,3.90,Oxford University Press,Paperback,602,1999,1989,,2020/02/28,to-read,to-read (#189),to-read,,,,0,0
8701960,"The Information: A History, a Theory, a Flood",James Gleick,"Gleick, James",,"=""0375423729""","=""9780375423727""",0,4.03,Knopf Doubleday Publishing Group,Hardcover,527,2011,2011,,2020/02/28,to-read,to-read (#188),to-read,,,,0,0
461104,The Ascent of Man,Jacob Bronowski,"Bronowski, Jacob",,"=""0316109339""","=""9780316109338""",0,4.21,Little Brown & Co,Paperback,448,1976,1973,,2020/02/28,to-read,to-read (#187),to-read,,,,0,0
5552,QED: The Strange Theory of Light and Matter,Richard P. Feynman,"Feynman, Richard P.",,"=""0691024170""","=""9780691024172""",0,4.26,Princeton University Press,Paperback,176,1988,1985,,2020/02/28,to-read,to-read (#186),to-read,,,,0,0
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""0142003344""","=""9780142003343""",0,4.09,Penguin Books,Paperback,560,2003,2002,,2020/02/28,to-read,to-read (#185),to-read,,,,0,0
835623,How the Mind Works,Steven Pinker,"Pinker, Steven",,"=""0393318486""","=""9780393318487""",0,3.99,W. W. Norton  Company,Paperback,660,1999,1997,,2020/02/28,to-read,to-read (#184),to-read,,,,0,0
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,"Pinker, Steven",,"=""0060958332""","=""9780060958336""",0,4.01,Harper Perennial Modern Classics,Paperback,448,2000,1994,,2020/02/28,to-read,to-read (#183),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.36,Vintage,Paperback,512,2015,2011,,2020/02/28,to-read,to-read (#182),to-read,,,,0,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.33,Scribner,Hardcover,571,2010,2010,,2020/02/28,to-read,to-read (#181),to-read,,,,0,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.21,Crown,Paperback,544,2004,2003,,2020/02/28,to-read,to-read (#180),to-read,,,,0,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,3.83,Signet Classic,Mass Market Paperback,139,2003,1886,,2020/02/28,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.80,Scribner,Hardcover,96,1996,1952,,2020/02/28,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.88,Penguin Books,Paperback,107,2002,1937,,2020/02/27,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,3.99,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/02/27,,,read,,,,1,0
28293,Life: A User's Manual,Georges Perec,"Perec, Georges",David Bellos,"=""0879237511""","=""9780879237516""",0,4.19,"David R. Godine, Publisher",Paperback,581,1988,1978,,2020/02/27,to-read,to-read (#179),to-read,,,,0,0
22505856,The Making of an Expert Engineer,James Trevelyan,"Trevelyan, James",,"=""1138026921""","=""9781138026926""",0,4.48,CRC Press,Hardcover,612,2014,2014,,2020/02/27,to-read,to-read (#178),to-read,,,,0,0
23297309,"Norstrilia (with the prequel, The Ballad of Lost C'Mell)",Cordwainer Smith,"Smith, Cordwainer",,"=""1612422179""","=""""",4,4.01,Phoenix Pick,Kindle Edition,292,2014,1975,2020/02/27,2020/02/27,,,read,,,,1,0
25812847,Silk Roads,Peter Frankopan,"Frankopan, Peter",,"=""1408839970""","=""9781408839973""",0,4.17,Bloomsbury,Hardcover,636,2015,2015,,2020/02/22,to-read,to-read (#177),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2017/12/13,,,read,,,,1,0
29981,The Island of Dr. Moreau,H.G. Wells,"Wells, H.G.",Alan Lightman,"=""0553214322""","=""9780553214321""",0,3.73,Bantam Classic & Loveswept,Unknown Binding,160,1999,1896,2020/02/08,2020/02/08,,,read,,,,2,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",0,4.12,,Paperback,243,2000,1973,2020/02/01,2020/02/01,,,read,,,,2,0
10579,Everything's Eventual,Stephen King,"King, Stephen",,"=""1416524355""","=""9781416524359""",0,3.97,Pocket,Paperback,605,2005,2002,2019/12/01,2018/11/26,,,read,,,,3,0
16634,The Glass Bead Game,Hermann Hesse,"Hesse, Hermann","Richard Winston, Clara Winston, Theodore Ziolkowski","=""0312278497""","=""9780312278496""",0,4.11,Picador,Paperback,558,1998,1943,,2019/12/26,to-read,to-read (#175),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",0,4.07,Bantam Books,Mass Market Paperback,152,1981,1922,2019/12/25,2019/03/06,,,read,,,,3,0
9365359,An Introduction to Epistemology,Jack S. Crumley II,"II, Jack S. Crumley",,"=""1551119072""","=""9781551119076""",0,3.47,Broadview Press,Paperback,320,2009,1998,2019/09/02,2019/01/22,,,read,,,,1,0
673485,Introduction to Logic,Irving M. Copi,"Copi, Irving M.",,"=""0131898345""","=""9780131898349""",0,4.09,"Pearson Education, Inc.",Paperback,683,2005,1953,2019/09/02,2019/01/22,,,read,,,,1,0
156459,"John Paul Jones: Sailor, Hero, Father of the American Navy",Evan Thomas,"Thomas, Evan",,"=""0743258045""","=""9780743258043""",5,4.01,Simon & Schuster,Paperback,400,2004,2003,2019/08/04,2019/08/04,,,read,"Notes are for myself, this is not a review. I’ve given this book 5 stars for the subject itself as well as the authors very lively writing and educated and reasonable vetting of legend and myth around it. <br/><br/>John Paul Jones is a legend not well known outside of history and naval buffs. Scratch just one layer deep into The Revolutionary War, American Naval history, or just great patriots in general and he will stick out through the prodigious amount of legend around the man. <br/><br/>What Thomson presents instead, especially shocking in the first few chapters for one with only this legend exposure to the man is a portrait of a very human subject. <br/><br/>From humble beginnings, Jones rise is a very American story that goes in twine with that of the New World. Thomson paints Jones close to what he was, drawing from the prodigious amount of personal correspondence by and about the man from himself and (some times not so) reliable contemporaries. ",,,1,0
35265943,Philosophy of Mathematics,Øystein Linnebo,"Linnebo, Øystein",,"=""""","=""""",0,3.74,Princeton University Press,Kindle Edition,210,2017,,,2019/04/02,to-read,to-read (#164),to-read,,,,0,0
11661320,"Philosophy of Law (Princeton Foundations of Contemporary Philosophy, 10)",Andrei Marmor,"Marmor, Andrei",,"=""0691141673""","=""9780691141671""",0,3.95,Oxford University Press,Hardcover,184,2011,2010,,2019/04/02,to-read,to-read (#166),to-read,,,,0,0
32504781,Epistemology,Ernest Sosa,"Sosa, Ernest",,"=""""","=""""",0,3.16,Princeton University Press,Kindle Edition,248,2017,2017,,2019/04/02,to-read,to-read (#165),to-read,,,,0,0
44420509,Philosophy of Physics: Quantum Theory (Princeton Foundations of Contemporary Philosophy Book 19),Tim Maudlin,"Maudlin, Tim",,"=""""","=""""",0,4.03,Princeton University Press,Kindle Edition,250,2019,,,2019/04/02,to-read,to-read (#172),to-read,,,,0,0
19265625,Truth (Princeton Foundations of Contemporary Philosophy Book 9),Alexis G. Burgess,"Burgess, Alexis G.",John P. Burgess,"=""""","=""""",0,3.59,Princeton University Press,Kindle Edition,173,2011,2011,,2019/04/02,to-read,to-read (#171),to-read,,,,0,0
22616623,Philosophical Logic (Princeton Foundations of Contemporary Philosophy Book 1),John P. Burgess,"Burgess, John P.",,"=""""","=""""",0,3.53,Princeton University Press,Kindle Edition,166,2009,2009,,2019/04/02,to-read,to-read (#170),to-read,,,,0,0
19265608,Philosophy of Language (Princeton Foundations of Contemporary Philosophy Book 2),Scott Soames,"Soames, Scott",,"=""""","=""""",0,3.52,Princeton University Press,Kindle Edition,201,2010,2010,,2019/04/02,to-read,to-read (#169),to-read,,,,0,0
18888554,Philosophy of Physics: Space and Time (Princeton Foundations of Contemporary Philosophy Book 11),Tim Maudlin,"Maudlin, Tim",,"=""""","=""""",0,4.16,Princeton University Press,Kindle Edition,200,2012,2012,,2019/04/02,to-read,to-read (#168),to-read,,,,0,0
19811785,Philosophy of Biology (Princeton Foundations of Contemporary Philosophy Book 8),Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""""","=""""",0,3.75,Princeton University Press,Kindle Edition,194,2013,2013,,2019/04/02,to-read,to-read (#167),to-read,,,,0,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2019/03/22,to-read,to-read (#163),to-read,,,,0,0
39776179,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""0441013597""","=""9780441013593""",0,4.27,Ace,Paperback,704,2005,1965,,2019/03/22,to-read,to-read (#162),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.26,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2019/03/22,to-read,to-read (#161),to-read,,,,0,0
548347,The Great Instauration and the Novum Organum,Francis Bacon,"Bacon, Francis",,"=""1564596389""","=""9781564596383""",0,3.90,Kessinger Publishing,Paperback,264,1996,1996,,2019/03/12,to-read,to-read (#160),to-read,,,,0,0
681508,Pragmatism: A New Name for Some Old Ways of Thinking,William  James,"James, William",,"=""0486282708""","=""9780486282701""",0,3.89,Dover Publications,Paperback,116,1995,1907,2019/03/11,2016/04/08,,,read,,,,1,0
80311,A Treatise of Human Nature,David Hume,"Hume, David",,"=""1406927554""","=""9781406927559""",0,3.94,Hard Press,Paperback,434,2006,1739,,2019/03/11,to-read,to-read (#159),to-read,,,,0,0
130119,An Enquiry Concerning Human Understanding,David Hume,"Hume, David",,"=""1420926993""","=""9781420926996""",0,3.93,Digireads.com,Paperback,96,2006,1748,,2019/03/11,to-read,to-read (#158),to-read,,,,0,0
28202,The Metaphysical Club : A Story of Ideas in America,Louis Menand,"Menand, Louis",,"=""0007126905""","=""9780007126903""",0,4.07,"Farrar, Straus and Giroux.",Paperback,560,2002,2001,,2019/03/11,to-read,to-read (#157),to-read,,,,0,0
7426108,Great Ideas On a Certain Blindness in Human Beings (Penguin Great Ideas),William  James,"James, William",,"=""0141043946""","=""9780141043944""",0,3.65,Penguin UK,Mass Market Paperback,115,2009,1907,,2019/03/11,to-read,to-read (#156),to-read,,,,0,0
977426,A Pluralistic Universe,William  James,"James, William",,"=""1426457545""","=""9781426457548""",0,4.16,BiblioBazaar,Paperback,,2006,1908,,2019/03/11,to-read,to-read (#155),to-read,,,,0,0
28831,Essays in Radical Empiricism,William  James,"James, William",,"=""0486430944""","=""9780486430942""",0,3.98,Dover,Paperback,160,2003,1912,,2019/03/11,to-read,to-read (#154),to-read,,,,0,0
980387,The Meaning of Truth (Great Books in Philosophy),William  James,"James, William",,"=""1573921386""","=""9781573921381""",0,3.72,Prometheus,Paperback,330,1997,1909,,2019/03/11,to-read,to-read (#153),to-read,,,,0,0
55972,Pragmatism and Other Writings,William  James,"James, William",Giles Gunn,"=""0140437355""","=""9780140437355""",0,3.98,Penguin Classics,Paperback,400,2000,1907,,2019/03/11,to-read,to-read (#152),to-read,,,,0,0
28822,"The Will to Believe, Human Immortality and Other Essays in Popular Philosophy",William  James,"James, William",,"=""0486202917""","=""9780486202914""",0,4.12,Dover Publications,Paperback,412,1956,1897,,2019/03/11,to-read,to-read (#151),to-read,,,,0,0
18936140,The Collected Works of William James,William  James,"James, William",,"=""""","=""""",0,4.37,,Kindle Edition,2401,2011,2011,,2019/03/11,to-read,to-read (#150),to-read,,,,0,0
296909,The Writings of William James: A Comprehensive Edition,William  James,"James, William",John J. McDermott,"=""0226391884""","=""9780226391885""",0,4.22,University Of Chicago Press,Paperback,912,1978,1967,,2019/03/11,to-read,to-read (#149),to-read,,,,0,0
28820,The Varieties of Religious Experience,William  James,"James, William",,"=""1402199031""","=""9781402199035""",0,4.01,Adamant Media Corporation,Paperback,519,2000,1902,,2019/03/11,to-read,to-read (#148),to-read,,,,0,0
20525,William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,"Jr., Robert D. Richardson",,"=""0618433252""","=""9780618433254""",0,4.25,Houghton Mifflin Harcourt,Hardcover,622,2006,2006,,2019/03/11,to-read,to-read (#147),to-read,,,,0,0
19083,Politics,Aristotle,"Aristotle, Aristotle",Benjamin Jowett,"=""0486414248""","=""9780486414249""",0,3.98,Dover Publications,Paperback,368,2000,-350,,2019/03/06,to-read,to-read (#146),to-read,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",0,4.03,Penguin Classics,Paperback,240,2003,1886,,2019/03/06,to-read,to-read (#145),to-read,,,,0,0
40277241,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,"=""1984819194""","=""9781984819192""",0,4.28,Bantam,Hardcover,256,2018,2018,,2019/03/06,to-read,to-read (#144),to-read,,,,0,0
12618,Chomsky On Anarchism,Noam Chomsky,"Chomsky, Noam",Barry Pateman,"=""1904859208""","=""9781904859208""",0,3.94,AK Press,Paperback,241,2005,2010,,2019/03/06,to-read,to-read (#143),to-read,,,,0,0
